index,word,onset,offset,boundary,filler,comments,,, ,glossary,  
599,pills,227.970001,228.330002,0,,,,,,,
600,in,228.330002,228.449997,0,,,,,,,
601,it,228.449997,228.669998,2,,,,,,,
602,that,228.919998,229.080002,0,,,,,,,
603,appears,229.080002,229.5,0,,,,,,,
604,again,229.5,229.690002,1,,,,,,,
605,and,229.690002,229.770004,0,,,,,,,
606,we,229.770004,230.220001,0,,,,,,,
607,um,230.539993,230.990005,0,1,,,,,,
608,assume,230.990005,231.470001,0,,,,,,,
609,that,231.470001,231.809998,0,,,,,,,
610,the,231.809998,232.410004,2,,,,,,,
611,um,232.440002,233,0,1,,,,,,
612,that,233.119995,233.270004,0,,,,,,,
613,the,233.270004,233.570007,0,,,,,,,
614,guy,234.470001,234.729996,0,,,,,,,
615,who,234.729996,235.110001,0,,,,,,,
616,walked,235.110001,235.410004,0,,,,,,,
617,away,235.410004,235.820007,0,,,,,,,
618,supposedly,235.820007,236.699997,0,,,,,,,
619,to,236.699997,236.789993,0,,,,,,,
620,get,236.789993,236.949997,0,,,,,,,
621,an,236.949997,237.059998,0,,,,,,,
622,umbrella,237.059998,237.539993,0,,,,,,,
623,took,237.919998,238.089996,0,,,,,,,
624,this,238.089996,238.460007,0,,,,,,,
625,pill,238.460007,238.979996,0,,,,,,,
626,and,239.350006,239.460007,0,,,,,,,
627,then,239.460007,239.929993,0,,,,,,,
628,um,239.960007,240.399994,0,1,,,,,,
629,died,240.600006,240.940002,1,,,,,,,
630,then,242.149994,242.550003,0,,,,,,,
631,there,242.990005,243.259995,0,,,,,,,
632,is,243.259995,243.580002,0,,,,,,,
633,another,243.580002,244.080002,0,,,,,,,
634,scene,244.080002,244.419998,0,,,,,,,
635,with,244.419998,245.169998,0,,,,,,,
636,two,245.169998,245.600006,2,,she changed her mind about what she was going to say,,,,,
637,um,245.600006,246.130005,0,1,,,,,,
638,it,246.440002,246.539993,0,,,,,,,
639,it,246.539993,246.809998,0,,,,,,,
640,looks,246.809998,247.149994,0,,,,,,,
641,like,247.149994,247.490005,0,,,,,,,
642,it's,247.539993,247.759995,0,,,,,,,
643,in,247.759995,247.839996,0,,,,,,,
644,a,247.839996,247.910004,0,,,,,,,
645,club,247.910004,248.449997,0,,,,,,,
646,or,248.449997,248.630005,0,2,,,,,,
647,something,248.660004,249.139999,1,2,,,,,,
648,there's,249.139999,249.369995,0,,,,,,,
649,a,249.369995,249.5,0,,,,,,,
650,bar,249.5,250.059998,1,,,,,,,
651,a,250.449997,250.520004,0,,,,,,,
652,woman,250.520004,250.880005,0,,,,,,,
653,walks,250.880005,251.210007,0,,,,,,,
654,out,251.210007,251.389999,0,,,,,,,
655,of,251.389999,251.770004,0,,,,,,,
656,the,251.770004,252.380005,0,,,,,,,
657,club,252.679993,253.070007,0,,,,,,,
658,dance,253.070007,253.369995,0,,,,,,,
659,floor,253.369995,253.820007,0,,,,,,,
660,area,253.820007,254.369995,0,,,,,,,
661,and,254.630005,254.699997,0,,,,,,,
662,says,254.699997,254.919998,0,,,,,,,
663,to,254.919998,255.029999,0,,,,,,,
664,a,255.029999,255.059998,0,,,,,,,
665,man,255.059998,255.490005,1,,,,,,,
666,hey,255.839996,256.149994,0,,start of quote,,,,,
667,she's,256.149994,256.459991,0,,,,,,,
668,still,256.459991,256.660004,0,,,,,,,
669,dancing,256.660004,257.269989,0,,,,,,,
670,if,257.269989,257.410004,0,,,,,,,
671,you,257.410004,257.519989,0,,,,,,,
672,can,257.519989,257.660004,0,,,,,,,
673,call,257.660004,257.920013,0,,,,,,,
674,it,257.920013,257.980011,0,,,,,,,
675,that,257.980011,258.380005,1,,end of quote,,,,,
676,um,258.820007,259.589996,0,1,,,,,,
677,and,261.160004,261.23999,0,,,,,,,
678,then,261.23999,261.600006,0,,,,,,,
679,um,261.690002,262.149994,0,1,,,,,,
680,these,262.75,263.049988,0,,,,,,,
681,two,263.630005,264.339996,2,,changed her mind,,,,,
682,or,264.660004,265.190002,0,,,,,,,
683,actually,265.230011,265.549988,0,,,,,,,
684,that's,265.549988,265.769989,2,,changed her mind,,,,,
685,just,266.190002,266.339996,0,2,,,,,,
686,kidding,266.339996,266.519989,1,2,,,,,,
687,that's,266.519989,266.709991,0,,,,,,,
688,the,266.709991,266.829987,0,,,,,,,
689,end,266.829987,267.089996,0,,,,,,,
690,of,267.089996,267.390015,0,,,,,,,
691,those,267.910004,268.23999,0,,,,,,,
692,two,268.23999,268.359985,0,,,,,,,
693,characters,268.359985,268.880005,1,,,,,,,
694,and,268.880005,268.929993,0,,,,,,,
695,then,268.929993,269.160004,0,,,,,,,
696,uh,269.799988,270.070007,0,1,,,,,,
697,we,270.070007,270.329987,0,,,,,,,
698,see,270.380005,270.51001,0,,,,,,,
699,the,270.51001,270.609985,0,,,,,,,
700,woman,270.609985,271.220001,2,,,,,,,
701,looks,271.26001,271.480011,2,,she wanted to say something,,,,,
702,uh,271.480011,271.559998,3,1,,,,,,
703,assuming,271.559998,272.359985,0,,"embedded, incomplete",,,,,
704,she's,272.359985,273.279999,0,,,,,,,
705,the,273.279999,273.390015,0,,,,,,,
706,one,273.390015,273.75,0,,,,,,,
707,that,273.75,274.170013,0,,,,,,,
708,those,274.170013,274.850006,0,,,,,,,
709,two,274.850006,274.940002,0,,,,,,,
710,characters,274.940002,275.279999,0,,,,,,,
711,are,275.279999,275.339996,0,,,,,,,
712,talking,275.339996,275.660004,0,,,,,,,
713,about,275.660004,275.970001,1,,,,,,,
714,and,276.359985,276.98999,0,,,,,,,
715,she,276.98999,277.470001,0,,,,,,,
716,has,277.470001,277.940002,2,,,,,,,
717,she,278.630005,278.779999,0,,repetition,,,,,
718,also,278.779999,279.070007,0,,,,,,,
719,has,279.070007,279.359985,0,,,,,,,
720,these,279.359985,279.709991,0,,,,,,,
721,um,280.25,280.779999,0,1,,,,,,
722,pills,281.079987,281.589996,0,,,,,,,
723,and,281.589996,281.980011,0,,,,,,,
724,takes,281.980011,282.290009,0,,,,,,,
725,one,282.290009,282.470001,0,,,,,,,
726,out,282.470001,282.670013,0,,,,,,,
727,of,282.670013,283.179993,0,,,,,,,
728,the,283.179993,283.630005,0,,,,,,,
729,same,283.730011,284.070007,0,,,,,,,
730,vial,284.070007,284.470001,0,,,,,,,
731,again,284.470001,284.859985,0,,,,,,,
732,and,285.209991,285.48999,0,,,,,,,
733,is,285.48999,285.630005,0,,,,,,,
734,dead,285.630005,285.920013,1,,,,,,,
735,i,288.450012,288.48999,0,,,,,,,
736,believe,288.859985,289.48999,0,,,,,,,
737,then,289.48999,290.070007,0,,,,,,,
738,we,290.51001,291.190002,0,,,,,,,
739,go,291.190002,291.570007,0,,,,,,,
740,to,291.570007,292.170013,0,,,,,,,
741,um,292.200012,292.769989,0,1,,,,,,
742,uh,294.959991,295.380005,0,1,,,,,,
743,a,295.410004,295.48999,0,,,,,,,
744,panel,295.48999,296.049988,1,,,,,,,
745,uh,296.470001,297.040009,0,1,,,,,,
746,it,297.209991,297.429993,0,,,,,,,
747,looks,297.429993,297.609985,0,,,,,,,
748,like,297.609985,297.73999,0,,,,,,,
749,a,297.73999,297.809998,0,,,,,,,
750,press,297.809998,298.070007,0,,,,,,,
751,conference,298.070007,298.670013,1,,,,,,,
752,and,298.670013,298.970001,0,,,,,,,
753,we're,299.279999,299.390015,0,,,,,,,
754,not,299.390015,299.51001,0,,,,,,,
755,sure,299.51001,299.630005,0,,,,,,,
756,exactly,299.630005,300.140015,0,,,,,,,
757,who,300.140015,300.299988,0,,,,,,,
758,the,300.299988,300.380005,0,,,,,,,
759,characters,300.380005,300.929993,0,,,,,,,
760,are,300.929993,301.470001,0,,,,,,,
761,on,301.579987,301.799988,0,,,,,,,
762,the,301.799988,302.149994,0,,,,,,,
763,panel,302.149994,302.559998,1,,,,,,,
764,but,302.559998,302.799988,0,,,,,,,
765,they,302.799988,302.929993,0,,,,,,,
766,seem,302.929993,303.140015,0,,,,,,,
767,to,303.140015,303.200012,0,,,,,,,
768,be,303.200012,303.359985,0,,,,,,,
769,some,303.359985,303.559998,0,,,,,,,
770,sort,303.559998,303.730011,0,,,,,,,
771,of,303.730011,303.899994,0,,,,,,,
772,public,304.279999,304.570007,0,,,,,,,
773,safety,304.570007,305.399994,0,,,,,,,
774,police,305.429993,305.799988,0,,,,,,,
775,chief,305.829987,306.350006,0,,,,,,,
776,kind,306.350006,306.600006,0,2,,,,,,
777,of,306.600006,306.940002,0,2,,,,,,
778,figures,307.23999,307.76001,1,,,,,,,
779,and,308.320007,308.75,0,,,,,,,
780,uh,308.75,309.350006,0,1,,,,,,
781,there's,309.350006,309.709991,0,,,,,,,
782,pictures,310.140015,310.779999,0,,,,,,,
783,of,310.779999,310.950012,0,,,,,,,
784,the,310.950012,311.429993,0,,,,,,,
785,three,311.809998,312.579987,0,,,,,,,
786,suicide,312.579987,313.519989,0,,,,,,,
787,victims,313.519989,314.329987,0,,,,,,,
788,um,314.910004,315.51001,0,1,,,,,,
789,as,315.600006,315.769989,0,,,,,,,
790,a,315.769989,315.839996,0,,,,,,,
791,backdrop,315.839996,316.649994,1,,,,,,,
792,there's,317.23999,317.73999,0,,,,,,,
793,a,317.73999,317.980011,0,,,,,,,
794,man,317.980011,318.23999,0,,,,,,,
795,and,318.23999,318.369995,0,,,,,,,
796,a,318.369995,318.450012,0,,,,,,,
797,woman,318.450012,318.820007,0,,,,,,,
798,who,318.820007,318.980011,0,,,,,,,
799,are,318.980011,319.119995,0,,,,,,,
800,really,319.119995,319.48999,0,2,,,,,,
801,speaking,319.48999,320.399994,0,,,,,,,
802,or,320.429993,320.720001,0,,,,,,,
803,who,320.720001,320.829987,0,,,,,,,
804,are,320.829987,320.980011,0,,,,,,,
805,important,320.980011,321.440002,0,,,,,,,
806,in,321.440002,321.51001,0,,,,,,,
807,this,321.51001,321.619995,0,,,,,,,
808,scene,321.619995,321.869995,1,,,,,,,
809,the,321.869995,321.950012,0,,,,,,,
810,man,321.950012,322.350006,0,,,,,,,
811,is,322.350006,322.410004,0,,,,,,,
812,mostly,322.410004,322.730011,0,,,,,,,
813,talking,322.730011,323.25,1,,,,,,,
814,he's,323.279999,324.25,0,,,,,,,
815,saying,324.25,324.790009,0,,,,,,,
816,things,325.559998,325.929993,0,,,,,,,
817,like,325.929993,326.369995,0,,starts quoting,,,,,
818,these,326.920013,327.339996,0,,,,,,,
819,suicides,327.339996,327.779999,0,,,,,,,
820,are,327.779999,327.859985,0,,,,,,,
821,definitely,327.859985,328.410004,0,,,,,,,
822,linked,328.410004,328.970001,1,,,,,,,
823,uh,329.329987,329.839996,0,1,,,,,,
824,it,329.880005,329.950012,0,,,,,,,
825,was,329.950012,330.070007,0,,,,,,,
826,the,330.070007,330.190002,0,,,,,,,
827,same,330.23999,330.480011,0,,,,,,,
828,poison,330.480011,331.029999,0,,,,,,,
829,that,331.029999,331.600006,0,,,,,,,
830,killed,331.600006,331.959991,0,,,,,,,
831,all,331.959991,332.25,0,,,,,,,
832,of,332.25,332.440002,0,,,,,,,
833,them,332.440002,332.720001,1,,end of quote,,,,,
834,um,332.98999,333.619995,0,1,,,,,,
835,the,335.01001,336.079987,2,,she starts saying something here,,,,,
836,uh,336.109985,336.429993,0,1,,,,,,
837,he,336.98999,337.119995,0,,here she changed here mind,,,,,
838,does,337.119995,337.359985,0,,,,,,,
839,say,337.359985,337.579987,0,,,,,,,
840,some,337.579987,337.799988,0,,,,,,,
841,things,337.799988,338.140015,0,,,,,,,
842,though,338.140015,338.470001,1,,,,,,,
843,he,338.470001,338.609985,0,,,,,,,
844,says,338.609985,339.040009,0,,,,,,,
845,i,339.040009,339.190002,0,,starts quoting,,,,,
846,believe,339.190002,339.619995,1,,,,,,,
847,um,339.940002,340.380005,0,1,,,,,,
848,like,341.25,341.440002,0,1,,,,,,
849,we,341.440002,341.529999,0,,,,,,,
850,have,341.529999,341.730011,0,,,,,,,
851,our,341.730011,341.799988,0,,,,,,,
852,best,341.799988,342.01001,0,,,,,,,
853,people,342.01001,342.25,0,,,,,,,
854,on,342.25,342.390015,0,,,,,,,
855,the,342.390015,342.459991,0,,,,,,,
856,team,342.459991,342.820007,1,,end of quote,,,,,
857,and,342.820007,342.959991,0,,,,,,,
858,then,342.959991,343.269989,0,,,,,,,
859,everyone,343.75,344.130005,0,,,,,,,
860,in,344.130005,344.190002,0,,,,,,,
861,the,344.190002,344.279999,0,,,,,,,
862,room,344.279999,344.700012,0,,,,,,,
863,gets,344.859985,345.049988,0,,,,,,,
864,a,345.049988,345.089996,0,,,,,,,
865,text,345.089996,345.459991,0,,,,,,,
866,that,345.459991,345.679993,0,,,,,,,
867,just,345.679993,345.880005,0,,,,,,,
868,says,345.880005,346.140015,0,,,,,,,
869,wrong,346.140015,346.559998,1,,starts & end of quote,,,,,
870,that's,346.589996,346.769989,0,,,,,,,
871,it,346.769989,346.980011,1,,,,,,,
872,wrong,347.01001,347.350006,0,,,,,,,
873,ques-,347.350006,347.720001,0,,,,,,,
874,or,347.720001,347.869995,2,,,,,,,
875,exclamation,347.869995,348.369995,0,,,,,,,
876,mark,348.369995,348.589996,1,,,,,,,
877,and,348.980011,349.109985,0,,,,,,,
878,then,349.109985,349.299988,0,,,,,,,
879,later,349.299988,349.570007,0,,,,,,,
880,he,349.570007,349.73999,0,,,,,,,
881,says,349.73999,350.299988,2,,,,,,,
882,um,350.339996,351.040009,0,1,,,,,,
883,oh,351.589996,351.76001,0,1,she changes here mind,,,,,
884,later,351.76001,352.100006,0,,,,,,,
885,there's,352.100006,352.350006,0,,,,,,,
886,a,352.350006,352.470001,0,,,,,,,
887,woman,352.470001,352.850006,0,,,,,,,
888,in,352.850006,352.970001,0,,,,,,,
889,the,352.970001,353.100006,0,,,,,,,
890,audience,353.100006,353.589996,0,,,,,,,
891,who,354.100006,354.209991,0,,,,,,,
892,asks,354.209991,354.549988,0,,,,,,,
893,if,354.970001,355.119995,0,,,,,,,
894,these,355.119995,355.339996,0,,,,,,,
895,suicides,355.339996,355.730011,0,,,,,,,
896,are,355.730011,355.829987,0,,,,,,,
897,linked,355.829987,356.109985,0,,prosody,,,,,
898,how,356.109985,356.339996,0,,,,,,,
899,do,356.339996,356.420013,0,,,,,,,
900,we,356.420013,356.519989,0,,,,,,,
901,know,356.519989,356.640015,0,,,,,,,
902,they're,356.640015,356.75,0,,,,,,,
903,not,356.75,356.950012,0,,,,,,,
904,murder,356.950012,357.339996,1,,,,,,,
905,and,357.660004,357.73999,0,,,,,,,
906,then,357.73999,358,0,,,,,,,
907,the,358,358.579987,0,,,,,,,
908,the,358.690002,359,0,,repetition,,,,,
909,man,359.029999,359.220001,0,,,,,,,
910,responds,359.220001,359.790009,0,,,,,,,
911,saying,360.019989,360.369995,0,,,,,,,
912,well,360.959991,361.179993,0,2,start of quote,,,,,
913,they're,361.179993,361.299988,0,,,,,,,
914,obviously,361.299988,361.779999,0,,,,,,,
915,suicides,361.779999,362.25,0,,,,,,,
916,because,362.25,362.339996,0,,,,,,,
917,the,362.339996,362.450012,0,,,,,,,
918,manner,362.450012,363.01001,2,,she changes her mind here,,,,,
919,like,363.01001,363.230011,0,1,,,,,,
920,the,363.230011,363.48999,0,,,,,,,
921,pills,363.48999,363.690002,0,,that's the correction,,,,,
922,were,363.690002,363.769989,0,,,,,,,
923,obviously,363.769989,364.190002,0,,,,,,,
924,self,364.190002,364.459991,0,,,,,,,
925,administered,364.459991,365.079987,1,,end of quote,,,,,
926,and,365.5,365.630005,0,,,,,,,
927,then,365.630005,365.910004,0,,,,,,,
928,he,365.910004,366,0,,,,,,,
929,says,366,366.339996,0,,,,,,,
930,like,366.75,367.790009,0,1,,,,,,
931,in,367.820007,367.970001,0,,,,,,,
932,short,367.970001,368.450012,2,,,,,,,
933,or,368.450012,368.649994,0,,she changes here mind here,,,,,
934,the,368.649994,368.73999,0,,,,,,,
935,woman,368.73999,369,0,,,,,,,
936,asks,369,369.329987,0,,,,,,,
937,like,369.329987,369.459991,0,1,,,,,,
938,how,369.459991,369.660004,0,,,,,,,
939,can,369.660004,369.829987,0,,,,,,,
940,we,369.829987,370.01001,0,,,,,,,
941,uh,370.630005,370.959991,0,1,,,,,,
942,like,370.959991,371.149994,0,1,,,,,,
943,prevent,371.149994,371.459991,0,,,,,,,
944,this,371.459991,371.609985,0,,,,,,,
945,from,371.609985,371.730011,0,,,,,,,
946,happening,371.730011,372.100006,1,,,,,,,
947,and,372.100006,372.299988,0,,,,,,,
948,he,372.73999,373.23999,0,,,,,,,
949,almost,373.23999,373.570007,0,,,,,,,
950,brushes,373.570007,374.079987,0,,,,,,,
951,it,374.359985,374.5,0,,,,,,,
952,off,374.5,374.820007,0,,,,,,,
953,saying,374.820007,375.160004,1,,,,,,,
954,well,375.160004,375.380005,0,2,start of quote,,,,,
955,don't,375.380005,375.73999,0,,,,,,,
956,commit,375.73999,376.049988,0,,,,,,,
957,suicide,376.049988,376.540009,1,,end of quote,,,,,
958,and,376.850006,376.910004,0,,,,,,,
959,then,376.910004,377.040009,0,,,,,,,
960,he,377.040009,377.190002,0,,,,,,,
961,says,377.190002,377.559998,0,,,,,,,
962,um,377.589996,378.01001,0,1,,,,,,
963,something,379.130005,379.410004,0,,,,,,,
964,along,379.410004,379.660004,0,,,,,,,
965,the,379.660004,379.76001,0,,,,,,,
966,lines,379.76001,380.029999,0,,,,,,,
967,of,380.029999,380.149994,2,,she changes her mind here,,,,,
968,i'm,380.149994,380.269989,0,,,,,,,
969,paraphrasing,380.269989,380.890015,0,,,,,,,
970,but,380.890015,381.140015,3,2,,,,,,
971,you,381.5,381.640015,0,,,,,,,
972,guys,381.640015,381.970001,0,,we disagreed. shaked thought its 0/1 and oz 2,,,,,
973,everyone,381.970001,382.359985,0,,,,,,,
974,is,382.359985,382.48999,0,,,,,,,
975,as,382.839996,383.029999,0,,,,,,,
976,safe,383.029999,383.160004,0,,,,,,,
977,as,383.160004,383.51001,0,,,,,,,
978,they,383.51001,383.640015,0,,,,,,,
979,want,383.640015,383.959991,0,,,,,,,
980,to,383.959991,384.070007,0,,,,,,,
981,be,384.070007,384.440002,1,,,,,,,
982,and,384.75,384.859985,0,,,,,,,
983,then,384.859985,385.029999,0,,,,,,,
984,again,385.029999,385.690002,0,,,,,,,
985,the,385.75,385.940002,2,,,,,,,
986,everyone,385.940002,386.26001,0,,,,,,,
987,gets,386.26001,386.399994,0,,,,,,,
988,a,386.399994,386.440002,0,,,,,,,
989,text,386.440002,386.790009,0,,,,,,,
990,saying,386.790009,387.209991,0,,,,,,,
991,wrong,387.209991,387.600006,1,,,,,,,
992,and,387.600006,387.820007,0,,,,,,,
993,that's,387.820007,388.01001,0,,,,,,,
994,the,388.01001,388.079987,0,,,,,,,
995,third,388.079987,388.329987,0,,,,,,,
996,time,388.329987,388.529999,0,,,,,,,
997,that,388.529999,389.079987,0,,,,,,,
998,text,389.079987,389.589996,0,,,,,,,
999,is,389.589996,389.720001,0,,,,,,,
1000,sent,389.720001,389.880005,1,,,,,,,
1001,and,390.369995,390.5,0,,,,,,,
1002,then,390.5,390.820007,0,,,,,,,
1003,a,390.820007,390.950012,0,,,,,,,
1004,text,390.950012,391.26001,0,,,,,,,
1005,is,391.26001,391.410004,0,,,,,,,
1006,sent,391.410004,391.679993,0,,,,,,,
1007,to,391.679993,392.149994,0,,,,,,,
1008,only,392.429993,392.709991,0,,,,,,,
1009,the,392.709991,393.100006,0,,,,,,,
1010,man,393.100006,393.309998,0,,,,,,,
1011,who,393.309998,393.390015,0,,,,,,,
1012,was,393.390015,393.529999,0,,,,,,,
1013,speaking,393.529999,394.130005,1,,,,,,,
1014,um,394.48999,394.899994,0,1,,,,,,
1015,uh,396.589996,397.209991,0,1,,,,,,
1016,oh,397.350006,397.429993,0,1,,,,,,
1017,i'm,397.429993,397.579987,0,,,,,,,
1018,not,397.579987,397.73999,0,,,,,,,
1019,sure,397.73999,397.929993,0,,,,,,,
1020,i,397.929993,397.970001,0,,,,,,,
1021,remember,397.970001,398.269989,0,,,,,,,
1022,what,398.269989,398.399994,0,,,,,,,
1023,it,398.399994,398.700012,0,,,,,,,
1024,said,399.029999,399.209991,1,,,,,,,
1025,but,399.209991,399.320007,0,,,,,,,
1026,it,399.320007,399.350006,0,,,,,,,
1027,was,399.350006,399.549988,0,,,,,,,
1028,signed,399.549988,399.980011,0,,,,,,,
1029,s,400.019989,400.200012,0,,,,,,,
1030,h,400.25,400.549988,0,,,,,,,
1031,which,400.549988,400.76001,0,,,,,,,
1032,we,400.76001,400.929993,0,,,,,,,
1033,can,400.929993,401.059998,0,,,,,,,
1034,assume,401.059998,401.420013,0,,,,,,,
1035,is,401.420013,401.820007,0,,,,,,,
1036,sherlock,402.079987,402.48999,0,,,,,,,
1037,holmes,402.48999,403.130005,1,,,,,,,
1038,um,403.600006,403.940002,0,1,,,,,,
1039,let's,405.799988,406,0,2,,,,,,
1040,see,406.160004,406.320007,1,2,,,,,,
1041,and,406.320007,406.420013,0,,,,,,,
1042,then,406.420013,407.049988,0,,,,,,,
1043,um,407.920013,408.5,0,1,,,,,,
1044,i,408.929993,409.730011,0,,,,,,,
1045,believe,410.019989,410.809998,0,,,,,,,
1046,we,410.809998,411.679993,0,,,,,,,
1047,go,411.859985,412.149994,0,,,,,,,
1048,to,412.149994,412.75,2,,,,,,,
1049,go,412.98999,413.089996,0,,repitition,,,,,
1050,back,413.089996,413.440002,0,,,,,,,
1051,to,413.440002,413.920013,0,,,,,,,
1052,um,413.950012,414.600006,0,1,,,,,,
1053,uh,415.359985,415.630005,0,1,,,,,,
1054,watson,415.630005,416.309998,0,,,,,,,
1055,which,416.309998,416.480011,0,,,,,,,
1056,was,416.480011,416.690002,0,,,,,,,
1057,the,416.690002,416.869995,0,,,,,,,
1058,man,416.869995,417.190002,0,,,,,,,
1059,who,417.190002,417.299988,0,,,,,,,
1060,had,417.299988,417.589996,0,,,,,,,
1061,the,417.589996,417.700012,0,,,,,,,
1062,nightmare,417.700012,418.279999,0,,,,,,,
1063,earlier,418.279999,418.619995,1,,,,,,,
1064,and,418.959991,419.269989,0,,,,,,,
1065,he's,419.269989,419.579987,0,,,,,,,
1066,walking,419.579987,420.290009,0,,,,,,,
1067,around,420.290009,420.649994,0,,,,,,,
1068,what,420.649994,420.730011,0,,,,,,,
1069,looks,420.730011,420.950012,0,,,,,,,
1070,like,420.950012,421.170013,0,,,,,,,
1071,a,421.170013,421.290009,0,,,,,,,
1072,university,421.290009,422.450012,0,,,,,,,
1073,area,422.450012,423.130005,1,,,,,,,
1074,um,423.51001,423.799988,0,1,,,,,,
1075,he,423.799988,423.950012,0,,,,,,,
1076,meets,423.950012,424.25,0,,,,,,,
1077,this,424.799988,425.040009,0,,,,,,,
1078,other,425.649994,425.920013,0,,,,,,,
1079,guy,425.920013,426.350006,2,,,,,,,
1080,um,427.619995,428.040009,0,1,,,,,,
1081,not,428.230011,428.559998,0,,,,,,,
1082,exactly,428.559998,428.890015,0,,,,,,,
1083,sure,428.890015,429.029999,0,,,,,,,
1084,what,429.029999,429.119995,0,,,,,,,
1085,his,429.119995,429.309998,0,,,,,,,
1086,role,429.309998,429.480011,0,,,,,,,
1087,either,429.480011,429.720001,3,,,,,,,
1088,but,429.720001,429.859985,0,,,,,,,
1089,this,429.859985,430.029999,0,,,,,,,
1090,older,430.029999,430.369995,0,,,,,,,
1091,man,430.369995,430.660004,1,,,,,,,
1092,and,431,431.089996,0,,,,,,,
1093,they,431.089996,431.209991,0,,,,,,,
1094,sit,431.209991,431.48999,0,,,,,,,
1095,and,431.48999,431.619995,0,,,,,,,
1096,talk,431.619995,431.899994,0,,,,,,,
1097,for,431.899994,432.100006,0,,,,,,,
1098,awhile,432.100006,432.369995,1,,,,,,,
1099,they're,432.369995,432.51001,0,,,,,,,
1100,having,432.51001,432.829987,0,,,,,,,
1101,coffee,432.829987,433.660004,1,,,,,,,
1102,um,434.079987,434.700012,0,1,,,,,,
1103,oh,436.299988,436.429993,0,1,,,,,,
1104,i,436.429993,436.540009,0,,,,,,,
1105,never,436.540009,436.820007,0,,,,,,,
1106,mentioned,436.820007,437.100006,0,,,,,,,
1107,earlier,437.100006,437.329987,1,,,,,,,
1108,but,437.329987,437.559998,0,,,,,,,
1109,so,437.559998,437.679993,0,2,,,,,,
1110,watson,437.679993,438.309998,2,,she's paraphrasing a bit,,,,,
1111,he,438.309998,438.459991,0,,,,,,,
1112,has,438.459991,438.769989,0,,,,,,,
1113,a,438.820007,439.390015,2,,,,,,,
1114,uh,439.420013,440.059998,0,1,,,,,,
1115,his,440.089996,440.179993,0,,she paraphrased again,,,,,
1116,leg,440.179993,440.429993,0,,,,,,,
1117,is,440.429993,440.540009,0,,,,,,,
1118,injured,440.540009,441.049988,1,,,,,,,
1119,so,441.369995,441.440002,0,,,,,,,
1120,he,441.440002,441.609985,0,,,,,,,
1121,walks,441.609985,441.899994,0,,,,,,,
1122,with,441.899994,442.079987,0,,,,,,,
1123,a,442.079987,442.119995,0,,,,,,,
1124,cane,442.119995,442.5,0,,,,,,,
1125,and,442.5,442.649994,0,,,,,,,
1126,with,442.649994,442.799988,0,,,,,,,
1127,a,442.799988,442.869995,0,,,,,,,
1128,bit,442.869995,443.029999,0,,,,,,,
1129,of,443.029999,443.140015,0,,,,,,,
1130,a,443.140015,443.190002,0,,,,,,,
1131,limp,443.190002,443.420013,1,,,,,,,
1132,um,443.970001,444.290009,0,1,,,,,,
1133,but,444.290009,444.410004,0,,,,,,,
1134,yeah,444.410004,444.700012,0,1,,,,,,
1135,so,444.700012,444.980011,0,2,,,,,,
1136,he,444.980011,445.140015,0,,,,,,,
1137,and,445.140015,445.269989,0,,,,,,,
1138,this,445.269989,445.51001,0,,,,,,,
1139,man,445.51001,445.790009,0,,,,,,,
1140,that,445.790009,445.850006,0,,,,,,,
1141,he,445.850006,446.079987,0,,,,,,,
1142,met,446.079987,446.380005,0,,,,,,,
1143,are,446.660004,447.040009,0,,,,,,,
1144,now,447.040009,447.359985,0,,,,,,,
1145,sitting,447.359985,447.649994,0,,,,,,,
1146,on,447.649994,447.709991,0,,,,,,,
1147,a,447.709991,447.809998,0,,,,,,,
1148,bench,447.809998,448.339996,0,,,,,,,
1149,just,448.339996,448.48999,0,,,,,,,
1150,talking,448.48999,448.890015,1,,,,,,,
1151,um,449.190002,449.540009,0,1,,,,,,
1152,there's,450.920013,451.23999,0,,,,,,,
1153,another,451.23999,451.640015,0,,,,,,,
1154,scene,451.640015,451.940002,0,,,,,,,
1155,where,451.940002,452.329987,0,,,,,,,
1156,we,452.329987,452.73999,0,,,,,,,
1157,see,452.880005,453.700012,0,,,,,,,
1158,uh,453.779999,454.339996,0,1,,,,,,
1159,sherlock,454.399994,455.209991,1,,,,,,,
1160,the,455.209991,455.359985,0,,,,,,,
1161,scene,455.359985,455.640015,0,,,,,,,
1162,opens,455.640015,456.089996,0,,,,,,,
1163,with,456.089996,456.850006,0,,,,,,,
1164,the,456.850006,456.940002,0,,,,,,,
1165,camera,456.940002,457.730011,0,,,,,,,
1166,as,457.76001,458.140015,0,,,,,,,
1167,if,458.140015,458.579987,0,,,,,,,
1168,the,458.579987,458.679993,0,,,,,,,
1169,camera,458.679993,458.959991,0,,,,,,,
1170,was,458.959991,459.209991,0,,,,,,,
1171,a,459.209991,459.269989,0,,,,,,,
1172,cadaver,459.269989,459.799988,1,,,,,,,
1173,so,459.859985,460,0,2,,,,,,
1174,the,460,460.079987,0,,,,,,,
1175,camera,460.079987,460.339996,0,,,,,,,
1176,is,460.339996,460.399994,0,,,,,,,
1177,like,460.399994,460.600006,0,1,,,,,,
1178,looking,460.859985,461.190002,0,,,,,,,
1179,up,461.190002,461.399994,1,,,,,,,
